owner,owner_flag,status,status_flag,pipe_type,pipe_type_flag,width,width_flag,ds_width,ds_width_flag,pipe_material,pipe_material_flag,ds_pipe_material,ds_pipe_material_flag,lining_type,lining_type_flag,ds_lining_type,ds_lining_type_flag,lining_material,lining_material_flag,ds_lining_material,ds_lining_material_flag,length,length_flag,current_value,current_value_flag,replace_cost,replace_cost_flag,lifetime,lifetime_flag,year_laid,year_laid_flag,pipe_class,pipe_class_flag,asset_id,asset_id_flag,user_text_30,user_text_30_flag,user_text_35,user_text_35_flag,user_text_40,user_text_40_flag
WCC,IF,INUS,CONF,WWRM,CONF,152,CONF,152,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,48.996,#D,13808.18,OP14,22093.08,OP14,80,OP14,1/01/1984,CONF,,,WWP039991,CSEA,PS21,RMCO,0,,CM - Waterloo Quay,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,152,CONF,152,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,116.968,#D,32964.22,OP14,52742.74,OP14,80,OP14,1/01/1984,CONF,,,WWP021525,IN,PS20 PS21,RMCO,0,,CM - Waterloo Quay,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,17.006,#D,4471.46,OP14,8942.91,OP14,80,OP14,1/01/1975,HARM,,,WWP021574,IN,PS12,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,150,HARM,150,#D,EARE,HARM,EARE,#D,,#D,,#D,,#D,,#D,21.027,#D,4707.85,OP14,9415.7,OP14,100,OP14,1/01/1955,HARM,,,WWP036324,IN,PS11 PS12,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,HARM,300,#D,CI,HARM,CI,#D,,#D,,#D,,#D,,#D,25.741,#D,5763.29,OP14,11526.58,OP14,100,OP14,1/01/1955,HARM,,,WWP021575,IN,PS11 PS12,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,72.74,#D,59084.89,OP14,90899.83,OP14,60,OP14,1/01/1993,CONF,,,WWP021693,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,19.998,#D,16243.88,OP14,24990.58,OP14,60,OP14,1/01/1993,CONF,,,WWP021694,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,39.997,#D,32488.57,OP14,49982.41,OP14,60,OP14,1/01/1993,CONF,,,WWP021703,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,530,CONF,530,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,145.673,#D,9111.97,OP14,151258.77,OP14,83,OP14,1/01/1936,CONF,,,WWP021836,IN,PS05 PS06 PS07,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,#D,300,CONF,CI,#D,CI,CONF,,#D,,#D,,#D,,#D,2.008,#D,351.98,OP14,1368.82,OP14,70,OP14,1/01/1962,CONF,,,WWP021835,IN,PS07,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,380,CONF,380,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,4.31,#D,893.29,OP14,3473.91,OP14,70,OP14,1/01/1962,CONF,,,WWP021838,IN,PS05 PS06,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,8.553,#D,1744.02,OP14,2491.46,OP14,80,OP14,1/01/1990,CONF,,,WWP036633,IN,PS81,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,19.414,#D,3958.67,OP14,5655.24,OP14,80,OP14,1/01/1990,CONF,,,WWP036632,IN,PS81,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,16.404,#D,3344.91,OP14,4778.44,OP14,80,OP14,1/01/1990,CONF,,,WWP021867,IN,PS81,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,18.993,#D,3872.82,OP14,5532.6,OP14,80,OP14,1/01/1990,CONF,,,WWP021868,IN,PS81,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,17.32,#D,3531.69,OP14,5045.26,OP14,80,OP14,1/01/1990,CONF,,,WWP021869,IN,PS81,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,52,CONF,52,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,388.692,#D,78679.64,OP14,114443.11,OP14,80,OP14,1/01/1989,CONF,,,WWP021910,IN,PS35,RMCO,0,,PS35,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,13.999,#D,4785.06,OP14,7361.63,OP14,80,OP14,1/01/1986,JB,,,WWP022086,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,315,CONF,315,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,65.715,#D,39380.67,OP14,46330.2,OP14,80,OP14,1/01/2002,JB,SDR17,,WWP022089,IN,PS26,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,350,CONF,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,23.142,#D,4519.17,OP14,17574.55,OP14,70,OP14,1/01/1962,CONF,,,WWP022287,IN,PS05,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,350,CONF,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,34.219,#D,6682.29,OP14,25986.67,OP14,70,OP14,1/01/1962,CONF,,,WWP022288,IN,PS05,RMCO,1,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,426,ASB,426,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,60.757,#D,13707.32,OP14,53306.25,OP14,70,OP14,1/01/1962,JB,,,WWP023228,IN,PS05,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,63,CONF,63,#D,UPVC,CONF,UPVC,#D,,#D,,#D,,#D,,#D,328.795,#D,90946.1,OP14,102474.48,OP14,80,OP14,1/01/2005,CONF,,,WWP022412,IN,PS67,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,CONF,300,#D,DICL,CONF,DICL,#D,,#D,,#D,,#D,,#D,9.468,#D,5716.56,OP14,6454.18,OP14,70,OP14,1/01/2006,CONF,,,WWP022531,IN,PS01,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,CONF,300,#D,DICL,CONF,DICL,#D,,#D,,#D,,#D,,#D,59.663,#D,36023.15,OP14,40671.3,OP14,70,OP14,1/01/2006,CONF,,,WWP022532,IN,PS01,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,DICL,CONF,DICL,#D,,#D,,#D,,#D,,#D,25.255,#D,17855.8,OP14,20159.78,OP14,70,OP14,1/01/2006,CONF,,,WWP022533,IN,PS01 PS02,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,DICL,CONF,DICL,#D,,#D,,#D,,#D,,#D,8.466,#D,5985.64,OP14,6757.98,OP14,70,OP14,1/01/2006,CONF,,,WWP022534,IN,PS01 PS02,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,350,ASB,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,108.144,#D,26984.57,OP14,82126.95,OP14,70,OP14,1/01/1967,CONF,,,WWP040039,MSIM,PS01 PS02,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,250,CONF,250,#D,DICL,CONF,DICL,#D,,#D,,#D,,#D,,#D,5.245,#D,2982.71,OP14,3367.57,OP14,70,OP14,1/01/2006,CONF,,,WWP022536,IN,PS02,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,34.655,#D,9337.78,OP14,10094.9,OP14,80,OP14,1/01/2008,CONF,,,WWP022734,IN,PS70,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,43.148,#D,11626.22,OP14,12568.89,OP14,80,OP14,1/01/2008,CONF,,,WWP022735,IN,PS70,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,50,CONF,50,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,60.295,#D,16246.47,OP14,17563.76,OP14,80,OP14,1/01/2008,CONF,,,WWP022736,IN,PS70,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,150,JB,150,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,129.849,#D,53784.29,OP14,58145.18,OP14,80,OP14,1/01/2008,CONF,,,WWP022737,IN,PS70,RMCO,0,,,
WCC,,INUS,,WWRM,,450,ASB,450,#D,CI,ASB,CI,#D,,#D,,#D,,#D,,#D,241.046,#D,201555.19,OP14,220450.99,OP14,70,OP14,31/12/2008 12:11:38 p.m.,,,,WWP039541,,PS01 PS02 PS03 PS04,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,ASB,300,#D,CI,ASB,CI,#D,,#D,,#D,,#D,,#D,60.938,#D,20770.22,OP14,41540.45,OP14,70,OP14,1/01/1985,HARM,,,WWP022826,IN,PS11 PS12,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,150,HARM,150,#D,STCL,HARM,STCL,#D,,#D,,#D,EPOX,HARM,,,28.146,#D,6301.76,OP14,12603.52,OP14,100,OP14,1/01/1955,HARM,,,WWP023061,IN,PS48,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,150,CONF,150,#D,STCL,CONF,STCL,#D,,#D,,#D,,#D,,#D,0.498,#D,204.42,OP14,223.,OP14,60,OP14,1/01/2009,CONF,,,WWP023062,IN,PS48,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,225,CONF,225,#D,PE,CONF,PE,#D,,#D,,#D,,#D,,#D,105.002,#D,55604.9,OP14,59311.89,OP14,80,OP14,1/01/2009,CONF,PN16 SDR11,,WWP023063,IN,PS48 PS49,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,225,CONF,225,#D,UPVC,CONF,UPVC,#D,,#D,,#D,,#D,,#D,2.173,#D,1150.73,OP14,1227.45,OP14,80,OP14,1/01/2009,CONF,,,WWP023065,IN,PS48 PS49,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,STCL,CONF,STCL,#D,,#D,,#D,,#D,,#D,1.623,#D,782.36,OP14,853.48,OP14,60,OP14,1/01/2009,CONF,,,WWP023067,IN,PS49,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,0.637,#D,307.06,OP14,334.98,OP14,60,OP14,1/01/2009,CONF,,,WWP023068,IN,PS49,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,63,CONF,63,#D,P80B,CONF,P80B,#D,,#D,,#D,,#D,,#D,67.651,#D,20293.9,OP14,21084.57,OP14,80,OP14,1/01/2011,CONF,SDR11,,WWP023092,IN,PSZealandia,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,8.505,#D,3394.55,OP14,6789.11,OP14,70,OP14,1/01/1985,HARM,,,WWP023115,IN,PS09 PS42,RMCO,0,,CM - Waring Talor St,RMCO
WCC,IF,INUS,ASB,WWRM,ASB,150,ASB,150,#D,HDPE,ASB,HDPE,#D,,#D,,#D,,#D,,#D,3.046,#D,681.99,OP14,1363.97,OP14,80,OP14,1/01/1975,HARM,,,WWP039960,,PS21,RMCO,0,,CM - Waterloo Quay,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,168,CONF,168,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,130.338,#D,31014.68,OP14,62029.37,OP14,80,OP14,1/01/1975,HARM,,,WWP023143,IN,PS21,RMCO,1,,CM - Waterloo Quay,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,160,CONF,160,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,17.89,#D,7150.56,OP14,8290.5,OP14,80,OP14,1/01/2003,CONF,SDR17,,WWP023211,IN,PS41,RMCO,0,,PS41,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,250,HARM,250,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,2.528,#D,688.93,OP14,1377.85,OP14,70,OP14,1/01/1985,HARM,,,WWP022825,IN,PS03,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,450,CONF,450,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,1.94,#D,1622.17,OP14,1774.25,OP14,70,OP14,1/01/2008,CONF,,,WWP023224,IN,PS01 PS02 PS03 PS04,RMCO,0,,,
WCC,,INUS,,WWRM,,450,ASB,450,#D,CI,ASB,CI,#D,,#D,,#D,,#D,,#D,27.283,#D,6108.54,OP14,12217.08,OP14,100,OP14,1/01/1899,ASB,,,WWP039621,,PS01 PS02 PS03 PS04,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,380,CONF,380,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,5.762,#D,1194.23,OP14,4644.23,OP14,70,OP14,1/01/1962,CONF,,,WWP023225,IN,PS05 PS06,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,380,CONF,380,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,0.83,#D,172.03,OP14,668.99,OP14,70,OP14,1/01/1962,CONF,,,WWP023226,IN,PS05 PS06,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,530,CONF,530,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,17.716,#D,1108.15,OP14,18395.31,OP14,83,OP14,1/01/1936,CONF,,,WWP023227,IN,PS05 PS06 PS07,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,300,CONF,300,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,3.162,#D,554.27,OP14,2155.48,OP14,70,OP14,1/01/1962,CONF,,,WWP021837,IN,PS07,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,0.655,#D,470.57,OP14,522.85,OP14,60,OP14,1/01/2008,CONF,,,WWP038048,IN,PS05,RMCO,0,,,
WCC,HARM,INUS,CONF,WWRM,CONF,350,CONF,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,9.43,#D,1841.49,OP14,7161.35,OP14,70,OP14,1/01/1962,CONF,,,WWP023230,IN,PS05,RMCO,0,,CM - Wakefield St,RMCO
WCC,HARM,INUS,CONF,WWRM,CONF,350,CONF,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,62.835,#D,12270.42,OP14,47718.29,OP14,70,OP14,1/01/1962,CONF,,,WWP023232,IN,PS05,RMCO,0,,CM - Wakefield St,RMCO
WCC,IF,INUS,ASB,WWRM,CONF,225,CONF,225,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,106.781,#D,4188.67,OP14,60316.79,OP14,72,OP14,1/01/1947,CONF,,,WWP023233,IN,PS08,RMCO,0,,PS08,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,225,CONF,225,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,0.972,#D,494.14,OP14,549.05,OP14,60,OP14,1/01/2008,CONF,,,WWP023234,IN,PS08,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,225,CONF,225,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,7.945,#D,570.47,OP14,8214.82,OP14,72,OP14,1/01/1947,JB,,,WWP040322,KOKE,PS08,RMCO,0,,PS08,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,8.466,#D,6082.18,OP14,6757.98,OP14,60,OP14,1/01/2008,CONF,,,WWP023236,IN,PS09,RMCO,0,,PS09,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,0.778,#D,558.93,OP14,621.04,OP14,60,OP14,1/01/2008,CONF,,,WWP023237,IN,PS09,RMCO,0,,PS09,RMCO
WCC,HARM,INUS,CONF,WWRM,CONF,225,HARM,225,#D,EARE,HARM,EARE,#D,,#D,,#D,,#D,,#D,118.396,#D,26508.32,OP14,53016.63,OP14,100,OP14,1/01/1955,HARM,,,WWP023238,IN,PS42,RMCO,0,,PS42,RMCO
WCC,HARM,INUS,CONF,WWRM,CONF,375,HARM,375,#D,CI,HARM,CI,#D,,#D,,#D,,#D,,#D,0.124,#D,27.76,OP14,55.53,OP14,100,OP14,1/01/1955,HARM,,,WWP023239,IN,PS42,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,350,CONF,350,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,94.353,#D,35826.88,OP14,71653.76,OP14,70,OP14,1/01/1985,HARM,,,WWP023240,IN,PS09,RMCO,0,,PS09,RMCO
WCC,IF,INUS,CONF,WWRM,CONF,225,CONF,225,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,6.598,#D,570.47,OP14,8214.82,OP14,72,OP14,1/01/1947,JB,,,WWP023235,IN,PS08,RMCO,0,,PS08,RMCO
WCC,,INUS,,WWRM,,150,HARM,150,#D,EARE,HARM,EARE,#D,,#D,,#D,,#D,,#D,330.127,#D,73913.91,OP14,147827.82,OP14,100,OP14,1/01/1955,HARM,,,WWP039600,CALC,PS19,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,72.218,#D,58660.88,OP14,90247.51,OP14,60,OP14,1/01/1993,CONF,,,WWP027396,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,69.993,#D,56853.57,OP14,87467.03,OP14,60,OP14,1/01/1993,CONF,,,WWP027397,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,88.622,#D,71985.45,OP14,110746.84,OP14,60,OP14,1/01/1993,CONF,,,WWP027398,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,69.994,#D,56854.38,OP14,87468.28,OP14,60,OP14,1/01/1993,CONF,,,WWP027482,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,11.48,#D,9324.92,OP14,14346.03,OP14,60,OP14,1/01/1993,CONF,,,WWP027490,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,5.912,#D,4802.17,OP14,7387.95,OP14,60,OP14,1/01/1993,CONF,,,WWP027491,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,31.835,#D,25858.78,OP14,39782.74,OP14,60,OP14,1/01/1993,CONF,,,WWP027492,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,26.415,#D,21456.25,OP14,33009.61,OP14,60,OP14,1/01/1993,CONF,,,WWP027493,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,60.456,#D,49106.9,OP14,75549.08,OP14,60,OP14,1/01/1993,CONF,,,WWP027494,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,10.193,#D,8279.52,OP14,12737.72,OP14,60,OP14,1/01/1993,CONF,,,WWP027495,IN,PS38,RMCO,2,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,57.812,#D,46959.25,OP14,72245.,OP14,60,OP14,1/01/1993,CONF,,,WWP027496,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,79.993,#D,64976.32,OP14,99963.57,OP14,60,OP14,1/01/1993,CONF,,,WWP027506,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,55.995,#D,45483.35,OP14,69974.38,OP14,60,OP14,1/01/1993,CONF,,,WWP027507,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,32.82,#D,26658.87,OP14,41013.65,OP14,60,OP14,1/01/1993,CONF,,,WWP027524,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,9.963,#D,8092.7,OP14,12450.3,OP14,60,OP14,1/01/1993,CONF,,,WWP027525,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,139.989,#D,113709.58,OP14,174937.82,OP14,60,OP14,1/01/1993,CONF,,,WWP027526,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,62.245,#D,50560.06,OP14,77784.71,OP14,60,OP14,1/01/1993,CONF,,,WWP027538,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,47.818,#D,38841.37,OP14,59755.96,OP14,60,OP14,1/01/1993,CONF,,,WWP027542,IN,PS38,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,667,CONF,667,#D,ST,MSIM,ST,#D,,#D,,#D,,#D,,#D,19.999,#D,16244.69,OP14,24991.83,OP14,60,OP14,1/01/1993,CONF,,,WWP027543,IN,PS38,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,150,ASB,150,#D,AC,CONF,AC,#D,,#D,,#D,,#D,,#D,72.875,#D,18181.1,OP14,32632.75,OP14,70,OP14,1/01/1983,CONF,D,CONF,WWP012618,IN,PS37,RMCO,0,,PS37,RMCO
WCC,HARM,INUS,CONF,WWRM,CONF,160,KOKE,150,CONF,HPPE,KOKE,HPPE,#D,,#D,,#D,,#D,,#D,43.403,#D,9717.73,OP14,19435.46,OP14,100,OP14,1/01/1955,HARM,,,WWP034602,IN,PS36,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,400,ASB,400,#D,CI,CONF,CI,#D,,#D,,#D,,#D,,#D,38.315,#D,16035.74,OP14,32071.47,OP14,70,OP14,1/01/1985,HARM,,,WWP030494,IN,PS01 PS02 PS04,RMCO,0,,,
WCC,HARM,INUS,CONF,WWRM,CONF,375,CONF,375,#D,RCON,CONF,RCON,#D,,#D,,#D,,#D,,#D,133.199,#D,65124.65,OP14,106325.96,OP14,80,OP14,1/01/1983,CONF,,,WWP030495,IN,PS23 PS24,RMCO,0,,,
WCC,HARM,INUS,CONF,WWRM,CONF,400,CONF,400,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,91.899,#D,60577.51,OP14,76923.83,OP14,80,OP14,1/01/1997,CONF,SDR22,CONF,WWP030497,IN,PS23 PS24,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,RCON,CONF,RCON,#D,,#D,,#D,,#D,,#D,27.722,#D,11064.53,OP14,22129.06,OP14,80,OP14,1/01/1975,HARM,,,WWP030499,IN,PS23 PS24,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,RCON,CONF,RCON,#D,,#D,,#D,,#D,,#D,14.934,#D,5960.52,OP14,11921.05,OP14,80,OP14,1/01/1975,HARM,,,WWP030500,IN,PS23 PS24,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,375,CONF,375,#D,RCON,CONF,RCON,#D,,#D,,#D,,#D,,#D,10.098,#D,4030.36,OP14,8060.72,OP14,80,OP14,1/01/1975,HARM,,,WWP030498,IN,PS23 PS24,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,36.004,#D,9466.68,OP14,18933.36,OP14,80,OP14,1/01/1975,HARM,,,WWP030501,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,96.292,#D,32281.02,OP14,50636.89,OP14,80,OP14,1/01/1985,CONF,,,WWP030502,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,79.655,#D,26703.61,OP14,41888.02,OP14,80,OP14,1/01/1985,CONF,,,WWP030503,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,56.504,#D,14856.83,OP14,29713.65,OP14,80,OP14,1/01/1975,HARM,,,WWP030504,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,90.996,#D,23925.95,OP14,47851.89,OP14,80,OP14,1/01/1975,HARM,,,WWP030505,IN,PS27,RMCO,0,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,63.011,#D,21123.87,OP14,33135.47,OP14,80,OP14,1/01/1985,CONF,,,WWP030506,IN,PS27,RMCO,1,,,
WCC,IF,INUS,CONF,WWRM,CONF,200,CONF,200,#D,HDPE,CONF,HDPE,#D,,#D,,#D,,#D,,#D,47.496,#D,15922.6,OP14,24976.63,OP14,80,OP14,1/01/1985,CONF,,,WWP030507,IN,PS27,RMCO,0,,,
